# list of object assets to load in this scene
[ASSETS]
mario.txt
coin.txt
cloud.txt
brick.txt
background.txt
goomba.txt
box.txt
bullet.txt
enemes.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

#Background id, x, y
# BỤI XƯƠNG RỒNG
6	65	225	60003
6	80	225	60005
6	95	225	60005
6	110	225	60005
6	125	225	60006
6	140	225	60007
6	155	225	60005
6	170	225	60004
6	65	210	60003
6	80	210	60006
6	95	210	60007
6	110	210	60005
6	125	210	60004
6	140	210	60003
6	155	210	60006
6	170	210	60002
6	65	195	60001
6	80	195	60007
6	94	195	60004
6	110	195	60001
6	125	195	60002
6	140	195	60001
6	155	195	60002
6	80	180	60001
6	95	180	60002

6	890	210	60001
6	906	210	60007
6	922	210	60005
6	938	210	60005
6	954	210	60005
6	970	210	60005
6	986	210	60005
6	1002	210	60004
6	1018	210	60001
6	1034	210	60007
6	1050	210	60005
6	1066	210	60004
6	906	194	60003
6	922	194	60006
6	938	194	60007
6	954	194	60006
6	970	194	60007
6	986	194	60003
6	1002	194	60004
6	1034	194	60003
6	1050	194	60006
6	1066	194	60002
6	906	178	60001
6	922	178	60002
6	938	178	60001
6	954	178	60007
6	970	178	60004
6	986	178	60001
6	1002	178	60002
6	1034	178	60001
6	1050	178	60002
6	954	162	60001
6	970	162	60002
#TREE
6	210	225	60011
6	228	225	60011
6	247	225	60011

6	755	210	60011
6	770	210	60011
6	785	210	60011
6	800	210	60011
6	815	210	60011
6	830	210	60011

6	1132	210	60011
6	1116	210	60011

6	1300	234	60011
6	1316	234	60011
6	1332	234	60011

6	1850	234	60011
6	1866	234	60011
6	1882	234	60011
##CLOUDE
6	190	70	60024
6	205	70	60025
6	220	70	60025
6	235	70	60026
6	190	55	60021
6	205	55	60022
6	220	55	60022
6	235	55	60023

6	490	70	60024
6	505	70	60025
6	520	70	60025
6	535	70	60026
6	490	55	60021
6	505	55	60022
6	520	55	60022
6	535	55	60023

6	730	70	60024
6	745	70	60025
6	761	70	60026
6	730	55	60021
6	745	55	60022
6	761	55	60023

6	805	105	60024
6	820	105	60025
6	835	105	60025
6	850	105	60025
6	865	105	60026
6	805	90	60021
6	820	90	60022
6	835	90	60022
6	850	90	60022
6	865	90	60023

6	1325	70	60024
6	1341	70	60025
6	1357	70	60026
6	1325	55	60021
6	1341	55	60022
6	1357	55	60023
#BOX
7	250	160	1
7	266	160	1
7	300	125	1
8	316	125
7	520	135	1
7	740	210	1
7	770	170	1
8	1600	190

#COIN
4	100	120
4	120	120
4	140	120
4	160	120
4	180	120
4	100	100
4	120	100
4	140	100
4	160	100
4	180	100
4	100	80
4	120	80
4	140	80
4	160	80
4	180	80

4	1200	150
4	1220	140
4	1240	130
